Name,Season,Team,Lg,Salary
Roger Powell,2006-07,Utah Jazz,NBA,412718
Phil Pressey,2014-15,Boston Celtics,NBA,816482
Phil Pressey,2015-16,Philadelphia 76ers,NBA,172739
A.J. Price,2009-10,Indiana Pacers,NBA,457588
A.J. Price,2010-11,Indiana Pacers,NBA,762195
A.J. Price,2011-12,Indiana Pacers,NBA,854389
A.J. Price,2012-13,Washington Wizards,NBA,885120
A.J. Price,2014-15,Phoenix Suns,NBA,62552
Brent Price,1992-93,Washington Bullets,NBA,283000
Brent Price,1993-94,Washington Bullets,NBA,283000
Brent Price,1994-95,Washington Bullets,NBA,328750
Brent Price,1995-96,Washington Bullets,NBA,250000
Brent Price,1996-97,Houston Rockets,NBA,1600000
Brent Price,1997-98,Houston Rockets,NBA,1920000
Brent Price,1998-99,Houston Rockets,NBA,2240000
Brent Price,1999-00,Vancouver Grizzlies,NBA,2944000
Brent Price,2000-01,Vancouver Grizzlies,NBA,2880000
Brent Price,2001-02,Sacramento Kings,NBA,3680000
Brent Price,2002-03,Sacramento Kings,NBA,4048000
Ronnie Price,2005-06,Sacramento Kings,NBA,398762
Ronnie Price,2006-07,Sacramento Kings,NBA,664209
Ronnie Price,2007-08,Utah Jazz,NBA,1100000
Ronnie Price,2008-09,Utah Jazz,NBA,1188000
Ronnie Price,2009-10,Utah Jazz,NBA,1250000
Ronnie Price,2010-11,Utah Jazz,NBA,1380000
Ronnie Price,2011-12,Phoenix Suns,NBA,1069509
Ronnie Price,2013-14,Orlando Magic,NBA,1265977
Ronnie Price,2014-15,Los Angeles Lakers,NBA,1316809
Ronnie Price,2015-16,Phoenix Suns,NBA,1499187
Pablo Prigioni,2012-13,New York Knicks,NBA,473604
Pablo Prigioni,2013-14,New York Knicks,NBA,1591350
Pablo Prigioni,2014-15,Houston Rockets,NBA,1662961
Pablo Prigioni,2015-16,Los Angeles Clippers,NBA,981348
Tayshaun Prince,2002-03,Detroit Pistons,NBA,903360
Tayshaun Prince,2003-04,Detroit Pistons,NBA,971160
Tayshaun Prince,2004-05,Detroit Pistons,NBA,1038960
Tayshaun Prince,2005-06,Detroit Pistons,NBA,1763115
Tayshaun Prince,2006-07,Detroit Pistons,NBA,7851240
Tayshaun Prince,2007-08,Detroit Pistons,NBA,8675620
Tayshaun Prince,2008-09,Detroit Pistons,NBA,9500000
Tayshaun Prince,2009-10,Detroit Pistons,NBA,10324380
Tayshaun Prince,2010-11,Detroit Pistons,NBA,11148760
Tayshaun Prince,2011-12,Detroit Pistons,NBA,6292135
Tayshaun Prince,2012-13,Memphis Grizzlies,NBA,6764045
Tayshaun Prince,2013-14,Memphis Grizzlies,NBA,7235955
Tayshaun Prince,2014-15,Detroit Pistons,NBA,7707865
Tayshaun Prince,2015-16,Minnesota Timberwolves,NBA,1499187
Laron Profit,1999-00,Washington Wizards,NBA,301875
Laron Profit,2000-01,Washington Wizards,NBA,508000
Laron Profit,2001-02,Orlando Magic,NBA,630850
Laron Profit,2004-05,Washington Wizards,NBA,745046
Laron Profit,2005-06,Los Angeles Lakers,NBA,745248
Gabe Pruitt,2007-08,Boston Celtics,NBA,650000
Gabe Pruitt,2008-09,Boston Celtics,NBA,711517
Joel Przybilla,2000-01,Milwaukee Bucks,NBA,1619880
Joel Przybilla,2001-02,Milwaukee Bucks,NBA,1741440
Joel Przybilla,2002-03,Milwaukee Bucks,NBA,1862880
Joel Przybilla,2003-04,Milwaukee Bucks,NBA,2373309
Joel Przybilla,2004-05,Portland Trail Blazers,NBA,1500000
Joel Przybilla,2005-06,Portland Trail Blazers,NBA,1560000
Joel Przybilla,2006-07,Portland Trail Blazers,NBA,5215000
Joel Przybilla,2007-08,Portland Trail Blazers,NBA,5762575
Joel Przybilla,2008-09,Portland Trail Blazers,NBA,6310150
Joel Przybilla,2009-10,Portland Trail Blazers,NBA,6857725
Joel Przybilla,2010-11,Charlotte Bobcats,NBA,7405300
Joel Przybilla,2011-12,Portland Trail Blazers,NBA,1145027
Joel Przybilla,2012-13,Milwaukee Bucks,NBA,1352181
Chris Quinn,2006-07,Miami Heat,NBA,412718
Chris Quinn,2007-08,Miami Heat,NBA,687456
Chris Quinn,2008-09,Miami Heat,NBA,972581
Chris Quinn,2009-10,New Jersey Nets,NBA,1055000
Chris Quinn,2010-11,San Antonio Spurs,NBA,861978
Vladimir Radmanovic,2001-02,Seattle SuperSonics,NBA,1452000
Vladimir Radmanovic,2002-03,Seattle SuperSonics,NBA,1560840
Vladimir Radmanovic,2003-04,Seattle SuperSonics,NBA,1669800
Vladimir Radmanovic,2004-05,Seattle SuperSonics,NBA,2300984
Vladimir Radmanovic,2005-06,Seattle SuperSonics,NBA,3166155
Vladimir Radmanovic,2006-07,Los Angeles Lakers,NBA,5215000
Vladimir Radmanovic,2007-08,Los Angeles Lakers,NBA,5632200
Vladimir Radmanovic,2008-09,Charlotte Bobcats,NBA,6049400
Vladimir Radmanovic,2009-10,Golden State Warriors,NBA,6466600
Vladimir Radmanovic,2010-11,Golden State Warriors,NBA,6883800
Vladimir Radmanovic,2011-12,Atlanta Hawks,NBA,1352181
Vladimir Radmanovic,2012-13,Chicago Bulls,NBA,1352181
Aleksandar Radojevic,1999-00,Toronto Raptors,NBA,1325760
Aleksandar Radojevic,2000-01,Toronto Raptors,NBA,1425120
Aleksandar Radojevic,2001-02,Milwaukee Bucks,NBA,1524600
Aleksandar Radojevic,2004-05,Utah Jazz,NBA,720046
Miroslav Raduljica,2014-15,Los Angeles Clippers,NBA,300000
Miroslav Raduljica,2014-15,Minnesota Timberwolves,NBA,96100
Igor Rakocevic,2002-03,Minnesota Timberwolves,NBA,349458
Peter John Ramos,2004-05,Washington Wizards,NBA,600000
Peter John Ramos,2005-06,Washington Wizards,NBA,660000
Peter John Ramos,2006-07,Washington Wizards,NBA,384776
Julius Randle,2014-15,Los Angeles Lakers,NBA,2997360
Julius Randle,2015-16,Los Angeles Lakers,NBA,3132240
Julius Randle,2016-17,Los Angeles Lakers,NBA,3267120
Julius Randle,2017-18,Los Angeles Lakers,NBA,4149242
Anthony Randolph,2008-09,Golden State Warriors,NBA,1709280
Anthony Randolph,2009-10,Golden State Warriors,NBA,1837560
Anthony Randolph,2010-11,Minnesota Timberwolves,NBA,1965720
Anthony Randolph,2011-12,Minnesota Timberwolves,NBA,2911231
Anthony Randolph,2012-13,Denver Nuggets,NBA,1674641
Anthony Randolph,2013-14,Denver Nuggets,NBA,1750000
Anthony Randolph,2014-15,Orlando Magic,NBA,1825359
Shavlik Randolph,2005-06,Philadelphia 76ers,NBA,398762
Shavlik Randolph,2006-07,Philadelphia 76ers,NBA,1000000
Shavlik Randolph,2007-08,Philadelphia 76ers,NBA,1080000
Shavlik Randolph,2008-09,Portland Trail Blazers,NBA,826269
Shavlik Randolph,2009-10,Miami Heat,NBA,255054
Shavlik Randolph,2009-10,Portland Trail Blazers,NBA,88488
Shavlik Randolph,2014-15,Denver Nuggets,NBA,1227985
Zach Randolph,2001-02,Portland Trail Blazers,NBA,1019280
Zach Randolph,2002-03,Portland Trail Blazers,NBA,1095720
Zach Randolph,2003-04,Portland Trail Blazers,NBA,1172160
Zach Randolph,2004-05,Portland Trail Blazers,NBA,1504272
Zach Randolph,2005-06,Portland Trail Blazers,NBA,10666667
Zach Randolph,2006-07,Portland Trail Blazers,NBA,12000000
Zach Randolph,2007-08,New York Knicks,NBA,13333333
Zach Randolph,2008-09,Los Angeles Clippers,NBA,14666667
Zach Randolph,2009-10,Memphis Grizzlies,NBA,16000000
Zach Randolph,2010-11,Memphis Grizzlies,NBA,17666666
Zach Randolph,2011-12,Memphis Grizzlies,NBA,15200000
Zach Randolph,2012-13,Memphis Grizzlies,NBA,16500000
Zach Randolph,2013-14,Memphis Grizzlies,NBA,17800000
Zach Randolph,2014-15,Memphis Grizzlies,NBA,16500000
Zach Randolph,2015-16,Memphis Grizzlies,NBA,9638555
Zach Randolph,2016-17,Memphis Grizzlies,NBA,10361445
Theo Ratliff,1995-96,Detroit Pistons,NBA,714000
Theo Ratliff,1996-97,Detroit Pistons,NBA,821000
Theo Ratliff,1997-98,Detroit Pistons,NBA,928080
Theo Ratliff,1998-99,Philadelphia 76ers,NBA,6000000
Theo Ratliff,1999-00,Philadelphia 76ers,NBA,7031250
Theo Ratliff,2000-01,Philadelphia 76ers,NBA,7800000
Theo Ratliff,2001-02,Atlanta Hawks,NBA,9667969
Theo Ratliff,2002-03,Atlanta Hawks,NBA,9375000
Theo Ratliff,2003-04,Atlanta Hawks,NBA,10156250
Theo Ratliff,2004-05,Portland Trail Blazers,NBA,10937500
Theo Ratliff,2005-06,Portland Trail Blazers,NBA,11666666
Theo Ratliff,2006-07,Boston Celtics,NBA,11666666
Theo Ratliff,2007-08,Minnesota Timberwolves,NBA,11666666
Theo Ratliff,2008-09,Philadelphia 76ers,NBA,1262275
Theo Ratliff,2009-10,Charlotte Bobcats,NBA,1306455
Theo Ratliff,2010-11,Los Angeles Lakers,NBA,1352181
Andy Rautins,2010-11,New York Knicks,NBA,600000
Andy Rautins,2011-12,Dallas Mavericks,NBA,788872
Allan Ray,2006-07,Boston Celtics,NBA,412718
Zeljko Rebraca,2001-02,Detroit Pistons,NBA,3500000
Zeljko Rebraca,2002-03,Detroit Pistons,NBA,3850000
Zeljko Rebraca,2003-04,Detroit Pistons,NBA,4200000
Zeljko Rebraca,2004-05,Los Angeles Clippers,NBA,2500000
Zeljko Rebraca,2005-06,Los Angeles Clippers,NBA,3000000
Zeljko Rebraca,2006-07,Los Angeles Clippers,NBA,3240000
Eldridge Recasner,1995-96,Houston Rockets,NBA,225000
Eldridge Recasner,1996-97,Atlanta Hawks,NBA,247500
Eldridge Recasner,1997-98,Atlanta Hawks,NBA,326700
Eldridge Recasner,1999-00,Charlotte Hornets,NBA,1100000
Eldridge Recasner,2000-01,Charlotte Hornets,NBA,1200000
Eldridge Recasner,2001-02,Charlotte Hornets,NBA,1300000
Michael Redd,2000-01,Milwaukee Bucks,NBA,316969
Michael Redd,2001-02,Milwaukee Bucks,NBA,465850
Michael Redd,2002-03,Milwaukee Bucks,NBA,3000000
Michael Redd,2003-04,Milwaukee Bucks,NBA,3000000
Michael Redd,2004-05,Milwaukee Bucks,NBA,3000000
Michael Redd,2005-06,Milwaukee Bucks,NBA,12000000
Michael Redd,2006-07,Milwaukee Bucks,NBA,13260000
Michael Redd,2007-08,Milwaukee Bucks,NBA,14520000
Michael Redd,2008-09,Milwaukee Bucks,NBA,15780000
Michael Redd,2009-10,Milwaukee Bucks,NBA,17040000
Michael Redd,2010-11,Milwaukee Bucks,NBA,18300000
Michael Redd,2011-12,Phoenix Suns,NBA,1308506
J.J. Redick,2006-07,Orlando Magic,NBA,1860720
J.J. Redick,2007-08,Orlando Magic,NBA,2000160
J.J. Redick,2008-09,Orlando Magic,NBA,2139720
J.J. Redick,2009-10,Orlando Magic,NBA,2839408
J.J. Redick,2010-11,Orlando Magic,NBA,7250000
J.J. Redick,2011-12,Orlando Magic,NBA,6750000
J.J. Redick,2012-13,Milwaukee Bucks,NBA,6190000
J.J. Redick,2013-14,Los Angeles Clippers,NBA,6300000
J.J. Redick,2014-15,Los Angeles Clippers,NBA,6583500
J.J. Redick,2015-16,Los Angeles Clippers,NBA,6867000
J.J. Redick,2016-17,Los Angeles Clippers,NBA,7150500
Justin Reed,2004-05,Boston Celtics,NBA,385277
Justin Reed,2005-06,Boston Celtics,NBA,641748
Justin Reed,2006-07,Minnesota Timberwolves,NBA,1300000
Justin Reed,2007-08,Houston Rockets,NBA,1436500
Justin Reed,2008-09,Houston Rockets,NBA,1573000
Willie Reed,2015-16,Brooklyn Nets,NBA,947276
Bryant Reeves,1995-96,Vancouver Grizzlies,NBA,1474000
Bryant Reeves,1996-97,Vancouver Grizzlies,NBA,1695000
Bryant Reeves,1997-98,Vancouver Grizzlies,NBA,1915680
Bryant Reeves,1998-99,Vancouver Grizzlies,NBA,7222000
Bryant Reeves,1999-00,Vancouver Grizzlies,NBA,8666666
Bryant Reeves,2000-01,Vancouver Grizzlies,NBA,10110000
Bryant Reeves,2001-02,Memphis Grizzlies,NBA,11555554
Bryant Reeves,2002-03,Memphis Grizzlies,NBA,12999998
Khalid Reeves,1994-95,Miami Heat,NBA,1300000
Khalid Reeves,1995-96,Charlotte Hornets,NBA,1602000
Khalid Reeves,1996-97,New Jersey Nets,NBA,1752000
Khalid Reeves,1997-98,Dallas Mavericks,NBA,1852000
Khalid Reeves,1998-99,Dallas Mavericks,NBA,2002000
Khalid Reeves,1998-99,Detroit Pistons,NBA,475000
Khalid Reeves,1999-00,Chicago Bulls,NBA,30309
Don Reid,1995-96,Detroit Pistons,NBA,200000
Don Reid,1996-97,Detroit Pistons,NBA,400000
Don Reid,1997-98,Detroit Pistons,NBA,1000000
Don Reid,1998-99,Detroit Pistons,NBA,800000
Don Reid,1999-00,Detroit Pistons,NBA,1000000
Don Reid,2000-01,Orlando Magic,NBA,611000
Don Reid,2001-02,Orlando Magic,NBA,1000000
Don Reid,2002-03,Detroit Pistons,NBA,1100000
J.R. Reid,1990-91,Charlotte Hornets,NBA,1250000
J.R. Reid,1991-92,Charlotte Hornets,NBA,1250000
J.R. Reid,1992-93,San Antonio Spurs,NBA,1250000
J.R. Reid,1993-94,San Antonio Spurs,NBA,1818000
J.R. Reid,1994-95,San Antonio Spurs,NBA,2215000
J.R. Reid,1995-96,San Antonio Spurs,NBA,2658000
J.R. Reid,1997-98,Charlotte Hornets,NBA,650000
J.R. Reid,1998-99,Los Angeles Lakers,NBA,780000
J.R. Reid,1999-00,Milwaukee Bucks,NBA,2000000
J.R. Reid,2000-01,Cleveland Cavaliers,NBA,2200000
J.R. Reid,2002-03,Cleveland Cavaliers,NBA,800000
Ryan Reid,2011-12,Oklahoma City Thunder,NBA,475000
Jared Reiner,2004-05,Chicago Bulls,NBA,385277
Jared Reiner,2005-06,Phoenix Suns,NBA,242612
Jared Reiner,2006-07,Milwaukee Bucks,NBA,396905
Efthimi Rentzias,1999-00,Atlanta Hawks,NBA,658700
Efthimi Rentzias,2002-03,Philadelphia 76ers,NBA,903360
Efthimi Rentzias,2003-04,Philadelphia 76ers,NBA,971160
Efthimi Rentzias,2004-05,Philadelphia 76ers,NBA,516865
Rodrick Rhodes,1997-98,Houston Rockets,NBA,555900
Rodrick Rhodes,1998-99,Vancouver Grizzlies,NBA,639300
Rodrick Rhodes,1999-00,Orlando Magic,NBA,600000
Rodrick Rhodes,1999-00,Philadelphia 76ers,NBA,122000
Glen Rice,1990-91,Miami Heat,NBA,1550000
Glen Rice,1991-92,Miami Heat,NBA,1302000
Glen Rice,1992-93,Miami Heat,NBA,1552000
Glen Rice,1993-94,Miami Heat,NBA,2002000
Glen Rice,1994-95,Miami Heat,NBA,2600000
Glen Rice,1995-96,Charlotte Hornets,NBA,3302000
Glen Rice,1996-97,Charlotte Hornets,NBA,4002000
Glen Rice,1997-98,Charlotte Hornets,NBA,4702000
Glen Rice,1998-99,Los Angeles Lakers,NBA,5248000
Glen Rice,1999-00,Los Angeles Lakers,NBA,7000000
Glen Rice,2000-01,New York Knicks,NBA,7578900
Glen Rice,2001-02,Houston Rockets,NBA,8800000
Glen Rice,2002-03,Houston Rockets,NBA,9200000
Glen Rice,2003-04,Utah Jazz,NBA,6815000
Glen Rice,2003-04,Los Angeles Clippers,NBA,1070000
Glen Rice Jr.,2014-15,Washington Wizards,NBA,400000
Chris Richard,2007-08,Minnesota Timberwolves,NBA,427163
Chris Richard,2009-10,Chicago Bulls,NBA,43319
Jason Richardson,2001-02,Golden State Warriors,NBA,2425440
Jason Richardson,2002-03,Golden State Warriors,NBA,2607360
Jason Richardson,2003-04,Golden State Warriors,NBA,2789280
Jason Richardson,2004-05,Golden State Warriors,NBA,3534018
Jason Richardson,2005-06,Golden State Warriors,NBA,8888888
Jason Richardson,2006-07,Golden State Warriors,NBA,9999999
Jason Richardson,2007-08,Charlotte Bobcats,NBA,11111110
Jason Richardson,2008-09,Phoenix Suns,NBA,12222221
Jason Richardson,2009-10,Phoenix Suns,NBA,13333333
Jason Richardson,2010-11,Orlando Magic,NBA,14444444
Jason Richardson,2011-12,Orlando Magic,NBA,5395000
Jason Richardson,2012-13,Philadelphia 76ers,NBA,5799625
Jason Richardson,2013-14,Philadelphia 76ers,NBA,6204250
Jason Richardson,2014-15,Philadelphia 76ers,NBA,6601125
Jeremy Richardson,2006-07,Portland Trail Blazers,NBA,120796
Jeremy Richardson,2006-07,Atlanta Hawks,NBA,55365
Jeremy Richardson,2007-08,Memphis Grizzlies,NBA,511295
Jeremy Richardson,2007-08,Atlanta Hawks,NBA,253499
Jeremy Richardson,2007-08,San Antonio Spurs,NBA,85932
Jeremy Richardson,2008-09,Orlando Magic,NBA,769431
Josh Richardson,2015-16,Miami Heat,NBA,525093
Josh Richardson,2016-17,Miami Heat,NBA,874636
Josh Richardson,2017-18,Miami Heat,NBA,1014746
Norm Richardson,2001-02,Indiana Pacers,NBA,332817
Quentin Richardson,2000-01,Los Angeles Clippers,NBA,1020960
Quentin Richardson,2001-02,Los Angeles Clippers,NBA,1097520
Quentin Richardson,2002-03,Los Angeles Clippers,NBA,1174080
Quentin Richardson,2003-04,Los Angeles Clippers,NBA,1805735
Quentin Richardson,2004-05,Phoenix Suns,NBA,5800000
Quentin Richardson,2005-06,New York Knicks,NBA,6940000
Quentin Richardson,2006-07,New York Knicks,NBA,7525500
Quentin Richardson,2007-08,New York Knicks,NBA,8105500
Quentin Richardson,2008-09,New York Knicks,NBA,8685500
Quentin Richardson,2009-10,Miami Heat,NBA,9352400
Quentin Richardson,2010-11,Orlando Magic,NBA,2265000
Quentin Richardson,2011-12,Orlando Magic,NBA,2446600
Quentin Richardson,2012-13,Orlando Magic,NBA,2627400
Quentin Richardson,2013-14,Orlando Magic,NBA,2808600
Quentin Richardson,2013-14,Toronto Raptors,NBA,1399507
Mitch Richmond,1988-89,Golden State Warriors,NBA,700000
Mitch Richmond,1990-91,Golden State Warriors,NBA,850000
Mitch Richmond,1991-92,Sacramento Kings,NBA,950000
Mitch Richmond,1992-93,Sacramento Kings,NBA,1036000
Mitch Richmond,1993-94,Sacramento Kings,NBA,2500000
Mitch Richmond,1994-95,Sacramento Kings,NBA,3000000
Mitch Richmond,1995-96,Sacramento Kings,NBA,3500000
Mitch Richmond,1996-97,Sacramento Kings,NBA,3575000
Mitch Richmond,1997-98,Sacramento Kings,NBA,3000000
Mitch Richmond,1998-99,Washington Wizards,NBA,2500000
Mitch Richmond,1999-00,Washington Wizards,NBA,10000000
Mitch Richmond,2000-01,Washington Wizards,NBA,10000000
Mitch Richmond,2001-02,Washington Wizards,NBA,10000000
Mitch Richmond,2001-02,Los Angeles Lakers,NBA,1000000
Isaiah Rider,1993-94,Minnesota Timberwolves,NBA,2000000
Isaiah Rider,1994-95,Minnesota Timberwolves,NBA,2500000
Isaiah Rider,1995-96,Minnesota Timberwolves,NBA,3010000
Isaiah Rider,1996-97,Portland Trail Blazers,NBA,3610000
Isaiah Rider,1997-98,Portland Trail Blazers,NBA,4210000
Isaiah Rider,1998-99,Portland Trail Blazers,NBA,4810000
Isaiah Rider,1999-00,Atlanta Hawks,NBA,5410000
Isaiah Rider,2000-01,Los Angeles Lakers,NBA,736000
Isaiah Rider,2001-02,Denver Nuggets,NBA,112797
Luke Ridnour,2003-04,Seattle SuperSonics,NBA,1424400
Luke Ridnour,2004-05,Seattle SuperSonics,NBA,1531200
Luke Ridnour,2005-06,Seattle SuperSonics,NBA,1638000
Luke Ridnour,2006-07,Seattle SuperSonics,NBA,2425878
Luke Ridnour,2007-08,Seattle SuperSonics,NBA,6500000
Luke Ridnour,2008-09,Milwaukee Bucks,NBA,6500000
Luke Ridnour,2009-10,Milwaukee Bucks,NBA,6500000
Luke Ridnour,2010-11,Minnesota Timberwolves,NBA,4000000
Luke Ridnour,2011-12,Minnesota Timberwolves,NBA,3680000
Luke Ridnour,2012-13,Minnesota Timberwolves,NBA,4000000
Luke Ridnour,2013-14,Milwaukee Bucks,NBA,4320000
Luke Ridnour,2014-15,Orlando Magic,NBA,2750000
Austin Rivers,2012-13,New Orleans Hornets,NBA,2238360
Austin Rivers,2013-14,New Orleans Pelicans,NBA,2339040
Austin Rivers,2014-15,Los Angeles Clippers,NBA,2439840
Austin Rivers,2015-16,Los Angeles Clippers,NBA,3100000
Austin Rivers,2016-17,Los Angeles Clippers,NBA,3300000
Andre Roberson,2013-14,Oklahoma City Thunder,NBA,1110840
Andre Roberson,2014-15,Oklahoma City Thunder,NBA,1160880
Andre Roberson,2015-16,Oklahoma City Thunder,NBA,1210800
Andre Roberson,2016-17,Oklahoma City Thunder,NBA,2183072
Anthony Roberson,2005-06,Memphis Grizzlies,NBA,398762
Anthony Roberson,2006-07,Golden State Warriors,NBA,267111
Anthony Roberson,2008-09,Chicago Bulls,NBA,797581
Terrance Roberson,2000-01,Charlotte Hornets,NBA,316969
Brian Roberts,2012-13,New Orleans Hornets,NBA,473604
Brian Roberts,2013-14,New Orleans Pelicans,NBA,788872
Brian Roberts,2014-15,Charlotte Hornets,NBA,2732000
Brian Roberts,2015-16,Charlotte Hornets,NBA,2854940
Lawrence Roberts,2005-06,Memphis Grizzlies,NBA,398762
Lawrence Roberts,2006-07,Memphis Grizzlies,NBA,664209
Stanley Roberts,1991-92,Orlando Magic,NBA,550000
Stanley Roberts,1992-93,Los Angeles Clippers,NBA,1900000
Stanley Roberts,1993-94,Los Angeles Clippers,NBA,2841000
Stanley Roberts,1994-95,Los Angeles Clippers,NBA,3496000
Stanley Roberts,1995-96,Los Angeles Clippers,NBA,3000000
Stanley Roberts,1996-97,Los Angeles Clippers,NBA,3250000
Stanley Roberts,1997-98,Minnesota Timberwolves,NBA,3750000
Stanley Roberts,1999-00,Philadelphia 76ers,NBA,102824
Ryan Robertson,1999-00,Sacramento Kings,NBA,301875
Bernard Robinson,2004-05,Charlotte Bobcats,NBA,385277
Bernard Robinson,2005-06,Charlotte Bobcats,NBA,641748
Bernard Robinson,2006-07,New Jersey Nets,NBA,1000000
Bernard Robinson,2007-08,New Orleans Hornets,NBA,1080000
Clifford Robinson,1990-91,Portland Trail Blazers,NBA,250000
Clifford Robinson,1991-92,Portland Trail Blazers,NBA,474000
Clifford Robinson,1992-93,Portland Trail Blazers,NBA,1665000
Clifford Robinson,1993-94,Portland Trail Blazers,NBA,2336000
Clifford Robinson,1994-95,Portland Trail Blazers,NBA,2732000
Clifford Robinson,1995-96,Portland Trail Blazers,NBA,3018000
Clifford Robinson,1996-97,Portland Trail Blazers,NBA,2924000
Clifford Robinson,1997-98,Phoenix Suns,NBA,1000000
Clifford Robinson,1998-99,Phoenix Suns,NBA,3500000
Clifford Robinson,1999-00,Phoenix Suns,NBA,6125000
Clifford Robinson,2000-01,Phoenix Suns,NBA,6890000
Clifford Robinson,2001-02,Detroit Pistons,NBA,7656250
Clifford Robinson,2002-03,Detroit Pistons,NBA,8421875
Clifford Robinson,2003-04,Golden State Warriors,NBA,4700000
Clifford Robinson,2004-05,Golden State Warriors,NBA,5287500
Clifford Robinson,2005-06,New Jersey Nets,NBA,2500000
Clifford Robinson,2006-07,New Jersey Nets,NBA,1600000
Clifford Robinson,2007-08,New Jersey Nets,NBA,500000
David Robinson,1987-88,San Antonio Spurs,NBA,1046000
David Robinson,1988-89,San Antonio Spurs,NBA,1006000
David Robinson,1990-91,San Antonio Spurs,NBA,2265000
David Robinson,1991-92,San Antonio Spurs,NBA,2240000
David Robinson,1992-93,San Antonio Spurs,NBA,5720000
David Robinson,1993-94,San Antonio Spurs,NBA,5740000
David Robinson,1994-95,San Antonio Spurs,NBA,7300000
David Robinson,1995-96,San Antonio Spurs,NBA,7700000
David Robinson,1996-97,San Antonio Spurs,NBA,9952000
David Robinson,1997-98,San Antonio Spurs,NBA,12397440
David Robinson,1998-99,San Antonio Spurs,NBA,14841000
David Robinson,1999-00,San Antonio Spurs,NBA,11592683
David Robinson,2000-01,San Antonio Spurs,NBA,14700000
David Robinson,2001-02,San Antonio Spurs,NBA,9500000
David Robinson,2002-03,San Antonio Spurs,NBA,10500000
Eddie Robinson,1999-00,Charlotte Hornets,NBA,600000
Eddie Robinson,2000-01,Charlotte Hornets,NBA,600000
Eddie Robinson,2001-02,Chicago Bulls,NBA,5170000
Eddie Robinson,2002-03,Chicago Bulls,NBA,5687000
Eddie Robinson,2003-04,Chicago Bulls,NBA,6204000
Eddie Robinson,2004-05,Chicago Bulls,NBA,5055556
Eddie Robinson,2005-06,Chicago Bulls,NBA,5444444
Glenn Robinson,1994-95,Milwaukee Bucks,NBA,2900000
Glenn Robinson,1995-96,Milwaukee Bucks,NBA,3770000
Glenn Robinson,1996-97,Milwaukee Bucks,NBA,4640000
Glenn Robinson,1997-98,Milwaukee Bucks,NBA,5510000
Glenn Robinson,1998-99,Milwaukee Bucks,NBA,6380000
Glenn Robinson,1999-00,Milwaukee Bucks,NBA,7250000
Glenn Robinson,2000-01,Milwaukee Bucks,NBA,8120000
Glenn Robinson,2001-02,Milwaukee Bucks,NBA,8990000
Glenn Robinson,2002-03,Atlanta Hawks,NBA,9860000
Glenn Robinson,2003-04,Philadelphia 76ers,NBA,10730000
Glenn Robinson,2004-05,Philadelphia 76ers,NBA,12071250
Jamal Robinson,2000-01,Miami Heat,NBA,40000
James Robinson,1993-94,Portland Trail Blazers,NBA,650000
James Robinson,1994-95,Portland Trail Blazers,NBA,845000
James Robinson,1995-96,Portland Trail Blazers,NBA,1040000
James Robinson,1996-97,Minnesota Timberwolves,NBA,1235000
James Robinson,1997-98,Los Angeles Clippers,NBA,1500000
James Robinson,1998-99,Los Angeles Clippers,NBA,1800000
James Robinson,1998-99,Minnesota Timberwolves,NBA,537500
James Robinson,1999-00,Los Angeles Clippers,NBA,1866667
James Robinson,1999-00,Minnesota Timberwolves,NBA,510000
James Robinson,2000-01,Los Angeles Clippers,NBA,1870000
Larry Robinson,1994-95,Houston Rockets,NBA,30000
Larry Robinson,2000-01,Atlanta Hawks,NBA,611000
Larry Robinson,2001-02,New York Knicks,NBA,715850
Nate Robinson,2005-06,New York Knicks,NBA,1102680
Nate Robinson,2006-07,New York Knicks,NBA,1185480
Nate Robinson,2007-08,New York Knicks,NBA,1268160
Nate Robinson,2008-09,New York Knicks,NBA,2020179
Nate Robinson,2009-10,Boston Celtics,NBA,4000000
Nate Robinson,2010-11,Oklahoma City Thunder,NBA,4200000
Nate Robinson,2011-12,Oklahoma City Thunder,NBA,4500000
Nate Robinson,2011-12,Golden State Warriors,NBA,983307
Nate Robinson,2012-13,Chicago Bulls,NBA,1146337
Nate Robinson,2013-14,Denver Nuggets,NBA,2016000
Nate Robinson,2014-15,Boston Celtics,NBA,2106720
Nate Robinson,2014-15,Los Angeles Clippers,NBA,154918
Nate Robinson,2015-16,New Orleans Pelicans,NBA,44000
Thomas Robinson,2012-13,Houston Rockets,NBA,3374640
Thomas Robinson,2013-14,Portland Trail Blazers,NBA,3526440
Thomas Robinson,2014-15,Philadelphia 76ers,NBA,3678360
Thomas Robinson,2015-16,Brooklyn Nets,NBA,981300
Thomas Robinson,2016-17,Brooklyn Nets,NBA,1050960
Glenn Robinson III,2014-15,Philadelphia 76ers,NBA,507336
Glenn Robinson III,2015-16,Indiana Pacers,NBA,845000
Glenn Robinson III,2016-17,Indiana Pacers,NBA,980000
Glenn Robinson III,2017-18,Indiana Pacers,NBA,1051000
Dennis Rodman,1987-88,Detroit Pistons,NBA,160000
Dennis Rodman,1988-89,Detroit Pistons,NBA,550000
Dennis Rodman,1990-91,Detroit Pistons,NBA,880000
Dennis Rodman,1991-92,Detroit Pistons,NBA,1075000
Dennis Rodman,1992-93,Detroit Pistons,NBA,2350000
