URL,Player,From,To,Pos,Ht,Wt,DOB,College
/players/h/hillida01.html,Darrun Hilliard,2016,2016,G,6-6,205,April 13  1993,Villanova University
/players/h/hinriki01.html,Kirk Hinrich,2004,2016,G,6-4,190,January 2  1981,University of Kansas
/players/h/holidjr01.html,Jrue Holiday,2010,2016,G,6-4,205,June 12  1990,University of California  Los Angeles
/players/h/holidju01.html,Justin Holiday,2013,2016,G-F,6-6,185,April 5  1989,University of Washington
/players/h/holliry01.html,Ryan Hollins,2007,2016,C,7-0,240,October 10  1984,University of California  Los Angeles
/players/h/holliro01.html,Rondae Hollis-Jefferson,2016,2016,F,6-7,220,January 3  1995,University of Arizona
/players/h/holmeri01.html,Richaun Holmes,2016,2016,F,6-10,245,October 15  1993,Bowling Green State University
/players/h/hoodro01.html,Rodney Hood,2015,2016,G-F,6-8,206,October 20  1992,Duke University
/players/h/hopsosc01.html,Scotty Hopson,2014,2014,G,6-7,204,August 8  1989,University of Tennessee
/players/h/horfoal01.html,Al Horford,2008,2016,F-C,6-10,245,June 3  1986,University of Florida
/players/h/howardw01.html,Dwight Howard,2005,2016,C-F,6-11,265,December 8  1985,
/players/h/howarjo01.html,Josh Howard,2004,2013,F-G,6-7,210,April 28  1980,Wake Forest University
/players/h/hudsole01.html,Lester Hudson,2010,2015,G,6-3,190,August 7  1984,University of Tennessee at Martin
/players/h/huertma01.html,Marcelo Huertas,2016,2016,G,6-3,185,May 25  1983,
/players/h/hummero01.html,Robbie Hummel,2014,2015,F,6-8,215,March 8  1989,Purdue University
/players/h/humphkr01.html,Kris Humphries,2005,2016,F,6-9,235,February 6  1985,University of Minnesota
/players/h/hunterj01.html,R.J. Hunter,2016,2016,G,6-5,185,October 24  1993,Georgia State University
/players/i/ibakase01.html,Serge Ibaka,2010,2016,F,6-10,245,September 18  1989,
/players/i/iguodan01.html,Andre Iguodala,2005,2016,G-F,6-6,207,January 28  1984,University of Arizona
/players/m/mbengdj01.html,Didier Ilunga-Mbenga,2005,2011,C,7-0,245,December 30  1980,
/players/i/ilyaser01.html,Ersan Ilyasova,2007,2016,F,6-10,235,May 15  1987,
/players/i/inglejo01.html,Joe Ingles,2015,2016,F-G,6-8,226,October 2  1987,
/players/i/inglida01.html,Damien Inglis,2016,2016,F,6-8,246,May 20  1995,
/players/i/irvinky01.html,Kyrie Irving,2012,2016,G,6-3,193,March 23  1992,Duke University
/players/j/jackja01.html,Jarrett Jack,2006,2016,G,6-3,200,October 28  1983,Georgia Institute of Technology
/players/j/jacksda01.html,Darnell Jackson,2009,2011,F,6-9,253,November 7  1985,University of Kansas
/players/j/jacksre01.html,Reggie Jackson,2012,2016,G,6-3,208,April 16  1990,Boston College
/players/j/jamesbe01.html,Bernard James,2013,2015,C,6-10,240,February 7  1985,Florida State University
/players/j/jamesda01.html,Damion James,2011,2014,G-F,6-7,225,October 7  1987,University of Texas at Austin
/players/j/jamesle01.html,LeBron James,2004,2016,F-G,6-8,250,December 30  1984,
/players/j/jamesmi01.html,Mike James,2002,2014,G,6-2,188,June 23  1975,Duquesne University
/players/j/jeffeot01.html,Othyus Jeffers,2010,2014,G,6-5,200,August 5  1985,Robert Morris University (IL)
/players/j/jeffeal01.html,Al Jefferson,2005,2016,C-F,6-10,289,January 4  1985,
/players/j/jeffeco01.html,Cory Jefferson,2015,2016,F,6-9,218,December 26  1990,Baylor University
/players/j/jefferi01.html,Richard Jefferson,2002,2016,F,6-7,233,June 21  1980,University of Arizona
/players/j/jenkich01.html,Charles Jenkins,2012,2013,G,6-3,220,February 28  1989,Hofstra University
/players/j/jenkijo01.html,John Jenkins,2013,2016,G,6-4,215,March 6  1991,Vanderbilt University
/players/j/jennibr01.html,Brandon Jennings,2010,2016,G,6-1,169,September 23  1989,
/players/j/jerebjo01.html,Jonas Jerebko,2010,2016,F,6-10,231,March 2  1987,
/players/j/jerregr01.html,Grant Jerrett,2015,2015,F,6-10,235,July 8  1993,University of Arizona
/players/j/johnsam01.html,Amir Johnson,2006,2016,F,6-9,240,May 1  1987,
/players/j/johnsch03.html,Chris Johnson,2011,2013,C,6-11,210,July 15  1985,Louisiana State University
/players/j/johnsch04.html,Chris Johnson,2013,2016,F-G,6-6,206,April 29  1990,University of Dayton
/players/j/johnsiv01.html,Ivan Johnson,2012,2013,F,6-8,230,April 10  1984,University of Oregon
/players/j/johnsja01.html,James Johnson,2010,2016,F,6-9,250,February 20  1987,Wake Forest University
/players/j/johnsjo02.html,Joe Johnson,2002,2016,G-F,6-7,240,June 29  1981,University of Arkansas
/players/j/johnsni01.html,Nick Johnson,2015,2015,G,6-3,202,December 22  1992,University of Arizona
/players/j/johnsor01.html,Orlando Johnson,2013,2016,G,6-5,220,March 11  1989,University of California  Santa Barbara
/players/j/johnsst04.html,Stanley Johnson,2016,2016,F,6-7,245,May 29  1996,University of Arizona
/players/j/johnstr01.html,Trey Johnson,2009,2012,G,6-5,218,August 30  1984,Jackson State University
/players/j/johnsty01.html,Tyler Johnson,2015,2016,G,6-4,186,May 7  1992,California State University  Fresno
/players/j/johnswe01.html,Wesley Johnson,2011,2016,F-G,6-7,215,July 11  1987,Syracuse University
/players/j/johnsda03.html,Darius Johnson-Odom,2013,2014,G,6-2,215,September 28  1989,Marquette University
/players/j/jokicni01.html,Nikola Jokic,2016,2016,C,6-10,250,February 19  1995,
/players/j/jonesda02.html,Dahntay Jones,2004,2015,G-F,6-6,225,December 27  1980,Duke University
/players/j/jonesde01.html,DeQuan Jones,2013,2013,F,6-8,221,June 20  1990,University of Miami
/players/j/jonesja02.html,James Jones,2004,2016,F-G,6-8,218,October 4  1980,University of Miami
/players/j/joneske01.html,Kevin Jones,2013,2013,F,6-8,251,August 25  1989,West Virginia University
/players/j/jonespe01.html,Perry Jones,2013,2015,F,6-11,235,September 24  1991,Baylor University
/players/j/jonesso01.html,Solomon Jones,2007,2014,F,6-10,230,July 16  1984,University of South Florida
/players/j/joneste01.html,Terrence Jones,2013,2016,F,6-9,252,January 9  1992,University of Kentucky
/players/j/jonesty01.html,Tyus Jones,2016,2016,G,6-2,195,May 10  1996,Duke University
/players/j/jordade01.html,DeAndre Jordan,2009,2016,C,6-11,265,July 21  1988,Texas A&M University
/players/j/jordaje01.html,Jerome Jordan,2012,2015,C,7-0,253,September 29  1986,University of Tulsa
/players/j/josepco01.html,Cory Joseph,2012,2016,G,6-3,190,August 20  1991,University of Texas at Austin
/players/j/josepkr01.html,Kris Joseph,2013,2013,F,6-7,210,December 17  1988,Syracuse University
/players/k/kamanch01.html,Chris Kaman,2004,2016,C,7-0,265,April 28  1982,Central Michigan University
/players/k/kaminfr01.html,Frank Kaminsky,2016,2016,F-C,7-0,242,April 4  1993,University of Wisconsin
/players/k/kanteen01.html,Enes Kanter,2012,2016,C,6-11,245,May 20  1992,
/players/k/kaponja01.html,Jason Kapono,2004,2012,F,6-8,213,February 4  1981,University of California  Los Angeles
/players/k/karasse01.html,Sergey Karasev,2014,2016,G-F,6-7,208,October 26  1993,
/players/k/kaunsa01.html,Sasha Kaun,2016,2016,C,6-11,260,May 8  1985,University of Kansas
/players/k/kellyry01.html,Ryan Kelly,2014,2016,F,6-11,230,April 9  1991,Duke University
/players/k/kennedj01.html,D.J. Kennedy,2012,2012,F,6-6,215,November 5  1989,St. John's University
/players/k/kiddgmi01.html,Michael Kidd-Gilchrist,2013,2016,F,6-7,232,September 26  1993,University of Kentucky
/players/k/kilpase01.html,Sean Kilpatrick,2015,2016,G,6-4,210,January 6  1990,University of Cincinnati
/players/k/kirkal01.html,Alex Kirk,2015,2015,C,7-0,245,November 14  1991,University of New Mexico
/players/k/kleizli01.html,Linas Kleiza,2006,2013,F,6-8,245,January 3  1985,University of Missouri
/players/k/knighbr03.html,Brandon Knight,2012,2016,G,6-3,189,December 2  1991,University of Kentucky
/players/k/korveky01.html,Kyle Korver,2004,2016,G-F,6-7,212,March 17  1981,Creighton University
/players/k/koufoko01.html,Kosta Koufos,2009,2016,C,7-0,265,February 24  1989,Ohio State University
/players/k/kravtvi01.html,Viacheslav Kravtsov,2013,2014,C,7-0,260,August 25  1987,
/players/k/kuzmiog01.html,Ognjen Kuzmic,2014,2015,C,7-1,251,May 16  1990,
/players/l/lambdo01.html,Doron Lamb,2013,2014,G,6-4,210,November 6  1991,University of Kentucky
/players/l/lambje01.html,Jeremy Lamb,2013,2016,G-F,6-5,185,May 30  1992,University of Connecticut
/players/l/landrca01.html,Carl Landry,2008,2016,F,6-9,248,September 19  1983,Purdue University
/players/l/landrma01.html,Marcus Landry,2010,2010,F,6-7,230,November 1  1985,University of Wisconsin
/players/l/larkish01.html,Shane Larkin,2014,2016,G,5-11,175,October 2  1992,University of Miami
/players/l/lauvejo01.html,Joffrey Lauvergne,2015,2016,F,6-11,220,September 30  1991,
/players/l/lavinza01.html,Zach LaVine,2015,2016,G,6-5,189,March 10  1995,University of California  Los Angeles
/players/l/lawalga01.html,Gani Lawal,2011,2011,F,6-9,234,November 7  1988,Georgia Institute of Technology
/players/l/lawsoty01.html,Ty Lawson,2010,2016,G,5-11,195,November 3  1987,University of North Carolina
/players/l/ledori01.html,Ricky Ledo,2014,2015,G,6-7,195,September 10  1992,
/players/l/leeco01.html,Courtney Lee,2009,2016,G,6-5,200,October 3  1985,Western Kentucky University
/players/l/leeda02.html,David Lee,2006,2016,F,6-9,245,April 29  1983,University of Florida
/players/l/leema01.html,Malcolm Lee,2012,2015,G,6-5,200,May 22  1990,University of California  Los Angeles
/players/l/lenal01.html,Alex Len,2014,2016,C,7-1,260,June 16  1993,University of Maryland
/players/l/leonaka01.html,Kawhi Leonard,2012,2016,F,6-7,230,June 29  1991,San Diego State University
/players/l/leoname01.html,Meyers Leonard,2013,2016,C,7-1,245,February 27  1992,University of Illinois at Urbana-Champaign
/players/l/leuerjo01.html,Jon Leuer,2012,2016,F,6-10,228,May 14  1989,University of Wisconsin
/players/l/liggide01.html,DeAndre Liggins,2012,2014,G,6-6,209,March 31  1988,University of Kentucky
/players/l/lillada01.html,Damian Lillard,2013,2016,G,6-3,195,July 15  1990,Weber State University
/players/l/linje01.html,Jeremy Lin,2011,2016,G,6-3,200,August 23  1988,Harvard University
/players/l/livinsh01.html,Shaun Livingston,2005,2016,G,6-7,182,September 11  1985,
/players/l/looneke01.html,Kevon Looney,2016,2016,F,6-9,220,February 6  1996,University of California  Los Angeles
/players/l/lopezbr01.html,Brook Lopez,2009,2016,C,7-0,275,April 1  1988,Stanford University
/players/l/lopezro01.html,Robin Lopez,2009,2016,C,7-0,255,April 1  1988,Stanford University
/players/l/loveke01.html,Kevin Love,2009,2016,F,6-10,251,September 7  1988,University of California  Los Angeles
/players/l/lowryky01.html,Kyle Lowry,2007,2016,G,6-0,205,March 25  1986,Villanova University
/players/l/lucaska01.html,Kalin Lucas,2015,2015,G,6-1,195,May 24  1989,Michigan State University
/players/l/lucasjo02.html,John Lucas III,2006,2015,G,5-11,165,November 21  1982,Oklahoma State University
/players/l/lylestr01.html,Trey Lyles,2016,2016,F,6-10,234,November 5  1995,University of Kentucky
/players/m/machasc01.html,Scott Machado,2013,2013,G,6-1,205,June 8  1990,Iona College
/players/m/macksh01.html,Shelvin Mack,2012,2016,G,6-3,203,April 22  1990,Butler University
/players/m/macklve01.html,Vernon Macklin,2012,2012,F,6-10,227,September 20  1986,University of Florida
/players/m/mahinia01.html,Ian Mahinmi,2008,2016,C,6-11,250,November 5  1986,
/players/m/marblde01.html,Devyn Marble,2015,2016,G-F,6-6,200,September 21  1992,University of Iowa
/players/m/marjabo01.html,Boban Marjanovic,2016,2016,C,7-3,290,August 15  1988,
/players/m/marshke01.html,Kendall Marshall,2013,2016,G,6-4,200,August 19  1991,University of North Carolina
/players/m/martica01.html,Cartier Martin,2009,2015,F,6-7,220,November 20  1984,Kansas State University
/players/m/martija01.html,Jarell Martin,2016,2016,F,6-10,239,May 24  1994,Louisiana State University
/players/m/martike02.html,Kevin Martin,2005,2016,G,6-7,199,February 1  1983,Western Carolina University
/players/m/matthwe02.html,Wesley Matthews,2010,2016,G,6-5,220,October 14  1986,Marquette University
/players/m/maxieja01.html,Jason Maxiell,2006,2015,F,6-7,260,February 18  1983,University of Cincinnati
/players/m/maynoer01.html,Eric Maynor,2010,2014,G,6-3,175,June 11  1987,Virginia Commonwealth University
/players/m/mayooj01.html,O.J. Mayo,2009,2016,G,6-5,210,November 5  1987,University of Southern California
/players/m/mbahalu01.html,Luc Mbah a Moute,2009,2016,F,6-8,230,September 9  1986,University of California  Los Angeles
/players/m/mcadoja01.html,James Michael McAdoo,2015,2016,F,6-9,230,January 4  1993,University of North Carolina
/players/m/mccalra01.html,Ray McCallum,2014,2016,G,6-3,190,June 12  1991,University of Detroit Mercy
/players/m/mccolcj01.html,C.J. McCollum,2014,2016,G,6-4,200,September 19  1991,Lehigh University
/players/m/mccontj01.html,T.J. McConnell,2016,2016,G,6-2,200,March 25  1992,University of Arizona
/players/m/mcculch01.html,Chris McCullough,2016,2016,F,6-11,200,February 5  1995,Syracuse University
/players/m/mcdankj01.html,K.J. McDaniels,2015,2016,G-F,6-6,205,February 9  1993,Clemson University
/players/m/mcderdo01.html,Doug McDermott,2015,2016,F,6-8,225,January 3  1992,Creighton University
/players/m/mcgarmi01.html,Mitch McGary,2015,2016,F,6-10,255,June 6  1992,University of Michigan
/players/m/mcgeeja01.html,JaVale McGee,2009,2016,C,7-0,270,January 19  1988,University of Nevada  Reno
/players/m/mcguido01.html,Dominic McGuire,2008,2013,F,6-9,220,October 20  1985,California State University  Fresno
/players/m/mclembe01.html,Ben McLemore,2014,2016,G,6-5,195,February 11  1993,University of Kansas
/players/m/mcneaje01.html,Jerel McNeal,2015,2015,G,6-3,200,June 1  1987,Marquette University
/players/m/mcraejo01.html,Jordan McRae,2016,2016,G,6-6,185,March 28  1991,University of Tennessee
/players/m/mcrobjo01.html,Josh McRoberts,2008,2016,F,6-10,240,February 28  1987,Duke University
/players/m/meeksjo01.html,Jodie Meeks,2010,2016,G,6-4,208,August 21  1987,University of Kentucky
/players/m/mejrisa01.html,Salah Mejri,2016,2016,C,7-1,245,June 15  1986,
/players/m/mekelga01.html,Gal Mekel,2014,2015,G,6-3,191,March 4  1988,Wichita State University
/players/m/melofa01.html,Fab Melo,2013,2013,C,7-0,255,June 20  1990,Syracuse University
/players/m/mensapo01.html,Pops Mensah-Bonsu,2007,2011,F,6-9,240,September 7  1983,George Washington University
/players/m/mickejo01.html,Jordan Mickey,2016,2016,F,6-8,235,July 9  1994,Louisiana State University
/players/m/middlkh01.html,Khris Middleton,2013,2016,F-G,6-8,234,August 12  1991,Texas A&M University
/players/m/milescj01.html,C.J. Miles,2006,2016,G-F,6-6,231,April 18  1987,
/players/m/millean02.html,Andre Miller,2000,2016,G,6-3,200,March 19  1976,University of Utah
/players/m/milleda01.html,Darius Miller,2013,2015,F,6-8,235,March 21  1990,University of Kentucky
/players/m/millemi01.html,Mike Miller,2001,2016,F-G,6-8,218,February 19  1980,University of Florida
/players/m/millequ01.html,Quincy Miller,2013,2015,F,6-9,210,November 18  1992,Baylor University
/players/m/millspa02.html,Patrick Mills,2010,2016,G,6-0,185,August 11  1988,Saint Mary's College of California
/players/m/millsel01.html,Elijah Millsap,2015,2016,G-F,6-6,225,August 12  1987,University of Alabama at Birmingham
/players/m/millspa01.html,Paul Millsap,2007,2016,F,6-8,246,February 10  1985,Louisiana Tech University
/players/m/mirotni01.html,Nikola Mirotic,2015,2016,F,6-10,220,February 11  1991,
/players/m/mitchto03.html,Tony Mitchell,2014,2014,F,6-6,216,August 7  1989,University of Alabama
/players/m/mitchto02.html,Tony Mitchell,2014,2014,F,6-8,235,April 7  1992,University of North Texas
/players/m/mohamna01.html,Nazr Mohammed,1999,2015,C,6-10,221,September 5  1977,University of Kentucky
/players/m/monrogr01.html,Greg Monroe,2011,2016,C-F,6-11,265,June 4  1990,Georgetown University
/players/m/montelu01.html,Luis Montero,2016,2016,G,6-7,185,April 6  1993,Westchester CC
/players/m/mooreet01.html,E'Twaun Moore,2012,2016,G,6-4,191,February 28  1989,Purdue University
/players/m/moreler01.html,Eric Moreland,2015,2016,F-C,6-10,238,December 24  1991,Oregon State University
/players/m/morrida01.html,Darius Morris,2012,2015,G,6-4,190,January 3  1991,University of Michigan
/players/m/morrima03.html,Marcus Morris,2012,2016,F,6-9,235,September 2  1989,University of Kansas
/players/m/morrima02.html,Markieff Morris,2012,2016,F,6-10,245,September 2  1989,University of Kansas
/players/m/morroan01.html,Anthony Morrow,2009,2016,G,6-5,210,September 27  1985,Georgia Institute of Technology
/players/m/motiedo01.html,Donatas Motiejunas,2013,2016,F-C,7-0,222,September 20  1990,
/players/m/moultar01.html,Arnett Moultrie,2013,2014,F,6-11,249,November 18  1990,Mississippi State University
/players/m/mozgoti01.html,Timofey Mozgov,2011,2016,C,7-1,275,July 16  1986,
/players/m/mudiaem01.html,Emmanuel Mudiay,2016,2016,G,6-5,200,March 5  1996,
/players/m/muhamsh01.html,Shabazz Muhammad,2014,2016,G-F,6-6,223,November 13  1992,University of California  Los Angeles
/players/m/mulleby01.html,Byron Mullens,2010,2014,C,7-0,275,February 14  1989,Ohio State University
/players/m/murpher01.html,Erik Murphy,2014,2014,F,6-10,230,October 26  1990,University of Florida
/players/m/murphke01.html,Kevin Murphy,2013,2013,G,6-6,185,March 6  1990,Tennessee Technological University
/players/m/murryto01.html,Toure' Murry,2014,2015,G-F,6-5,195,November 8  1989,Wichita State University
/players/m/muscami01.html,Mike Muscala,2014,2016,F-C,6-11,240,July 1  1991,Bucknell University
/players/n/ndiayha01.html,Hamady N'Diaye,2011,2014,C,7-0,235,January 12  1987,Rutgers University
/players/n/nancela02.html,Larry Nance Jr.,2016,2016,F,6-9,230,January 1  1993,University of Wyoming
/players/n/napiesh01.html,Shabazz Napier,2015,2016,G,6-1,175,July 14  1991,University of Connecticut
/players/n/nealga01.html,Gary Neal,2011,2016,G,6-4,210,October 3  1984,Towson University
/players/n/nedovne01.html,Nemanja Nedovic,2014,2014,G,6-3,192,June 16  1991,
/players/n/nelsoja01.html,Jameer Nelson,2005,2016,G,6-0,190,February 9  1982,Saint Joseph's University
/players/n/netora01.html,Raul Neto,2016,2016,G,6-1,179,May 19  1992,
/players/n/nichoan01.html,Andrew Nicholson,2013,2016,F,6-9,250,December 8  1989,St. Bonaventure University
/players/n/noahjo01.html,Joakim Noah,2008,2016,C,6-11,232,February 25  1985,University of Florida
/players/n/noelne01.html,Nerlens Noel,2015,2016,F-C,6-11,228,April 10  1994,University of Kentucky
/players/n/noguelu01.html,Lucas Nogueira,2015,2016,C,7-0,220,July 26  1992,
/players/n/novakst01.html,Steve Novak,2007,2016,F,6-10,225,June 13  1983,Marquette University
/players/n/nowitdi01.html,Dirk Nowitzki,1999,2016,F,7-0,245,June 19  1978,
/players/n/nunnaja01.html,James Nunnally,2014,2014,F,6-7,205,July 14  1990,University of California  Santa Barbara
/players/n/nurkiju01.html,Jusuf Nurkic,2015,2016,C,7-0,280,August 23  1994,
/players/o/obriejj01.html,J.J. O'Brien,2016,2016,F,6-7,228,April 8  1992,San Diego State University
/players/o/obryajo01.html,Johnny O'Bryant,2015,2016,F-C,6-9,257,June 1  1993,Louisiana State University
/players/o/obryapa01.html,Patrick O'Bryant,2007,2010,C,7-0,260,June 20  1986,Bradley University
/players/o/onealje01.html,Jermaine O'Neal,1997,2014,F-C,6-11,226,October 13  1978,
/players/o/oquinky01.html,Kyle O'Quinn,2013,2016,C,6-10,250,March 26  1990,Norfolk State University
/players/o/odengr01.html,Greg Oden,2009,2014,C,7-0,250,January 22  1988,Ohio State University
/players/o/ohlbrti01.html,Tim Ohlbrecht,2013,2013,C,6-11,255,August 30  1988,
/players/o/okafoja01.html,Jahlil Okafor,2016,2016,C,6-11,275,December 15  1995,Duke University
/players/o/oladivi01.html,Victor Oladipo,2014,2016,G,6-4,210,May 4  1992,Indiana University
/players/o/olynyke01.html,Kelly Olynyk,2014,2016,F,7-0,238,April 19  1991,Gonzaga University
/players/o/onuakar01.html,Arinze Onuaku,2014,2015,F,6-9,275,July 13  1987,Syracuse University
/players/o/ortonda01.html,Daniel Orton,2012,2014,F,6-10,255,August 6  1990,University of Kentucky
/players/o/oubreke01.html,Kelly Oubre,2016,2016,F,6-7,205,December 9  1995,University of Kansas
/players/o/outlatr01.html,Travis Outlaw,2004,2014,F,6-9,210,September 18  1984,
/players/p/pachuza01.html,Zaza Pachulia,2004,2016,C,6-11,270,February 10  1984,
/players/p/papanko01.html,Kostas Papanikolaou,2015,2016,F,6-8,225,July 31  1990,
/players/p/pargoja01.html,Jannero Pargo,2003,2015,G,6-1,175,October 22  1979,University of Arkansas
/players/p/parkeja01.html,Jabari Parker,2015,2016,F,6-8,250,March 15  1995,Duke University
/players/p/parketo01.html,Tony Parker,2002,2016,G,6-2,185,May 17  1982,
/players/p/parsoch01.html,Chandler Parsons,2012,2016,F,6-9,227,October 25  1988,University of Florida
/players/p/pattela01.html,Lamar Patterson,2016,2016,G-F,6-5,225,August 12  1991,University of Pittsburgh
/players/p/pattepa01.html,Patrick Patterson,2011,2016,F,6-9,235,March 14  1989,University of Kentucky
/players/p/paulch01.html,Chris Paul,2006,2016,G,6-0,175,May 6  1985,Wake Forest University
/players/p/pavloal01.html,Sasha Pavlovic,2004,2013,G-F,6-8,220,November 15  1983,
/players/p/paynead01.html,Adreian Payne,2015,2016,F,6-10,237,February 19  1991,Michigan State University
/players/p/payneca01.html,Cameron Payne,2016,2016,G,6-3,185,August 8  1994,Murray State University
/players/p/paytoel01.html,Elfrid Payton,2015,2016,G,6-4,185,February 22  1994,University of Louisiana at Lafayette
/players/p/pecheol01.html,Oleksiy Pecherov,2008,2010,C,7-0,232,December 8  1985,
/players/p/pekovni01.html,Nikola Pekovic,2011,2016,C,6-11,307,January 3  1986,
/players/p/perkike01.html,Kendrick Perkins,2004,2016,C,6-10,270,November 10  1984,
/players/p/petrojo01.html,Johan Petro,2006,2013,C,7-0,247,January 27  1986,
/players/p/piercpa01.html,Paul Pierce,1999,2016,F-G,6-7,235,October 13  1977,University of Kansas
/players/p/pietrmi01.html,Mickael Pietrus,2004,2013,G-F,6-6,215,February 7  1982,
/players/p/pittmde01.html,Dexter Pittman,2011,2014,C,6-11,308,March 2  1988,University of Texas at Austin
/players/p/pleisti01.html,Tibor Pleiss,2016,2016,C,7-3,256,November 2  1989,
/players/p/plumlma01.html,Mason Plumlee,2014,2016,F,6-11,245,March 5  1990,Duke University
/players/p/plumlmi01.html,Miles Plumlee,2013,2016,C-F,6-11,249,September 1  1988,Duke University
/players/p/pondequ01.html,Quincy Pondexter,2011,2015,G-F,6-7,220,March 10  1988,University of Washington
/players/p/porteot01.html,Otto Porter,2014,2016,F,6-8,198,June 3  1993,Georgetown University
/players/p/portibo01.html,Bobby Portis,2016,2016,F,6-11,230,February 10  1995,University of Arkansas
/players/p/porzikr01.html,Kristaps Porzingis,2016,2016,F-C,7-3,240,August 2  1995,
/players/p/poweldw01.html,Dwight Powell,2015,2016,F,6-11,240,July 20  1991,Stanford University
/players/p/poweljo01.html,Josh Powell,2006,2014,F,6-9,225,January 25  1983,North Carolina State University
/players/p/powelno01.html,Norman Powell,2016,2016,G,6-4,215,May 25  1993,University of California  Los Angeles
/players/p/pressph01.html,Phil Pressey,2014,2016,G,5-11,175,February 17  1991,University of Missouri
/players/p/priceaj01.html,A.J. Price,2010,2015,G,6-2,181,October 7  1986,University of Connecticut
/players/p/pricero01.html,Ronnie Price,2006,2016,G,6-2,190,June 21  1983,Utah Valley State College
/players/p/prigipa01.html,Pablo Prigioni,2013,2016,G,6-3,185,May 17  1977,
/players/p/princta01.html,Tayshaun Prince,2003,2016,F,6-9,212,February 28  1980,University of Kentucky
/players/r/radulmi01.html,Miroslav Raduljica,2014,2015,C,7-0,250,January 5  1988,
/players/r/randlju01.html,Julius Randle,2015,2016,F,6-9,250,November 29  1994,University of Kentucky
/players/r/randoan01.html,Anthony Randolph,2009,2014,F,6-10,205,July 15  1989,Louisiana State University
/players/r/randosh01.html,Shavlik Randolph,2006,2015,F,6-10,240,November 24  1983,Duke University
/players/r/randoza01.html,Zach Randolph,2002,2016,F,6-9,260,July 16  1981,Michigan State University
/players/r/redicjj01.html,J.J. Redick,2007,2016,G,6-4,190,June 24  1984,Duke University
/players/r/reedwi02.html,Willie Reed,2016,2016,PF,6-10,220,May 16  1990,Saint Louis University
/players/r/ricegl02.html,Glen Rice,2014,2015,G,6-6,206,January 1  1991,Georgia Institute of Technology
/players/r/richajo01.html,Josh Richardson,2016,2016,G,6-6,200,September 15  1993,University of Tennessee
/players/r/ridnolu01.html,Luke Ridnour,2004,2015,G,6-2,175,February 13  1981,University of Oregon
/players/r/riverau01.html,Austin Rivers,2013,2016,G,6-4,200,August 1  1992,Duke University
/players/r/roberan03.html,Andre Roberson,2014,2016,G-F,6-7,210,December 4  1991,University of Colorado
/players/r/roberbr01.html,Brian Roberts,2013,2016,G,6-1,173,December 3  1985,University of Dayton
/players/r/robinna01.html,Nate Robinson,2006,2016,G,5-9,180,May 31  1984,University of Washington
/players/r/robinth01.html,Thomas Robinson,2013,2016,F,6-10,237,March 17  1991,University of Kansas
/players/r/robingl02.html,Glenn Robinson III,2015,2016,G-F,6-7,222,January 8  1994,University of Michigan
/players/r/rondora01.html,Rajon Rondo,2007,2016,G,6-1,186,February 22  1986,University of Kentucky
/players/r/rosede01.html,Derrick Rose,2009,2016,G,6-3,190,October 4  1988,University of Memphis
/players/r/rosste01.html,Terrence Ross,2013,2016,F-G,6-7,195,February 5  1991,University of Washington
/players/r/roziete01.html,Terry Rozier,2016,2016,G,6-2,190,March 17  1994,University of Louisville
/players/r/rubiori01.html,Ricky Rubio,2012,2016,G,6-4,194,October 21  1990,
/players/r/rudezda01.html,Damjan Rudez,2015,2016,F,6-10,228,June 17  1986,
/players/r/rushbr01.html,Brandon Rush,2009,2016,G-F,6-6,210,July 7  1985,University of Kansas
/players/r/russeda01.html,D'Angelo Russell,2016,2016,G,6-5,195,February 23  1996,Ohio State University
/players/s/sacrero01.html,Robert Sacre,2013,2016,C,7-0,270,June 6  1989,Gonzaga University
/players/s/salmojo01.html,John Salmons,2003,2015,G,6-7,210,December 12  1979,University of Miami
/players/s/sampsja02.html,JaKarr Sampson,2015,2016,G-F,6-9,214,March 20  1993,St. John's University
/players/s/schrode01.html,Dennis Schroder,2014,2016,G,6-1,172,September 15  1993,
/players/s/scolalu01.html,Luis Scola,2008,2016,F,6-9,240,April 30  1980,
/players/s/scottmi01.html,Mike Scott,2013,2016,F,6-8,237,July 16  1988,University of Virginia
/players/s/sefolth01.html,Thabo Sefolosha,2007,2016,G-F,6-7,220,May 2  1984,
/players/s/serapke01.html,Kevin Seraphin,2011,2016,F,6-10,278,December 7  1989,
/players/s/sessira01.html,Ramon Sessions,2008,2016,G,6-3,190,April 11  1986,University of Nevada  Reno
/players/s/shakumu01.html,Mustafa Shakur,2011,2014,G,6-3,190,August 18  1984,University of Arizona
/players/s/shengto01.html,Tornike Shengelia,2013,2014,F,6-9,217,October 5  1991,
/players/s/shumpim01.html,Iman Shumpert,2012,2016,G,6-5,220,June 26  1990,Georgia Institute of Technology
/players/s/shvedal01.html,Alexey Shved,2013,2015,G,6-6,190,December 16  1988,
/players/s/silasxa01.html,Xavier Silas,2012,2012,G,6-5,205,January 22  1988,Northern Illinois University
/players/s/simmojo02.html,Jonathon Simmons,2016,2016,G-F,6-6,195,September 14  1989,University of Houston
/players/s/simshe01.html,Henry Sims,2013,2015,C,6-10,248,March 27  1990,Georgetown University
/players/s/singlky01.html,Kyle Singler,2013,2016,F,6-8,228,May 4  1988,Duke University
